frequency_hz,t_0.000000,t_0.031250,t_0.062500,t_0.093750,t_0.125000,t_0.156250,t_0.187500,t_0.218750,t_0.250000,t_0.281250,t_0.312500,t_0.343750,t_0.375000,t_0.406250,t_0.437500,t_0.468750,t_0.500000,t_0.531250,t_0.562500,t_0.593750,t_0.625000,t_0.656250,t_0.687500,t_0.718750,t_0.750000,t_0.781250,t_0.812500,t_0.843750,t_0.875000,t_0.906250,t_0.937500,t_0.968750,t_1.000000,t_1.031250,t_1.062500,t_1.093750,t_1.125000,t_1.156250,t_1.187500,t_1.218750,t_1.250000,t_1.281250,t_1.312500,t_1.343750,t_1.375000,t_1.406250,t_1.437500,t_1.468750,t_1.500000,t_1.531250,t_1.562500,t_1.593750,t_1.625000,t_1.656250,t_1.687500,t_1.718750,t_1.750000,t_1.781250,t_1.812500,t_1.843750,t_1.875000,t_1.906250,t_1.937500,t_1.968750,t_2.000000,t_2.031250,t_2.062500,t_2.093750,t_2.125000,t_2.156250,t_2.187500,t_2.218750,t_2.250000,t_2.281250,t_2.312500,t_2.343750,t_2.375000,t_2.406250,t_2.437500,t_2.468750,t_2.500000,t_2.531250,t_2.562500,t_2.593750,t_2.625000,t_2.656250,t_2.687500,t_2.718750,t_2.750000,t_2.781250,t_2.812500,t_2.843750,t_2.875000
160.00,43.796170,50.120287,44.583386,28.794380,10.955820,-3.757317,-13.532599,-21.266107,-27.232362,-31.441653,-36.625933,-38.063966,-44.268920,-42.603542,-51.666153,-46.361863,-57.477963,-49.816196,-60.432837,-53.087606,-63.977947,-56.410240,-62.474242,-60.324750,-66.373212,-65.373500,-64.873847,-69.327545,-64.480847,-70.650186,-67.069276,-75.198098,-70.688395,-83.164080,-73.314711,-88.643304,-75.053328,-83.431991,-77.018432,-81.742708,-78.838140,-79.286802,-78.940106,-84.026845,-78.593206,-77.673169,-80.528545,-77.808291,-86.992117,-81.873534,-94.407261,-86.198116,-97.943068,-85.961840,-98.672698,-85.786220,-91.859481,-87.369171,-95.656520,-90.740735,-88.101513,-92.825088,-87.439268,-90.399390,-95.544807,-90.158324,-87.614455,-94.775612,-85.574194,-105.653031,-86.611403,-114.935164,-88.792065,-117.405616,-90.823522,-97.569256,-91.906714,-104.555248,-92.138234,-93.048731,-92.477055,-98.929694,-94.332249,-96.166018,-99.760141,-91.527405,-110.544083,-92.601422,-111.182005,-96.609591,-128.167985,-101.864324,-108.544368
168.00,37.969225,49.124797,48.374194,35.919408,17.937928,1.539051,-9.836031,-18.515490,-24.985850,-29.641657,-35.037247,-36.763531,-43.021164,-41.649355,-50.504973,-45.619201,-56.463175,-49.204633,-59.702482,-52.566229,-63.224589,-55.944849,-62.039134,-59.857814,-65.728304,-64.798794,-64.495229,-68.758495,-64.204329,-70.315863,-66.744688,-74.871112,-70.227590,-82.621759,-72.772032,-88.037132,-74.525430,-83.195323,-76.495283,-81.533979,-78.351121,-79.116499,-78.631494,-83.585597,-78.419606,-77.542399,-80.386329,-77.682721,-86.746349,-81.637346,-93.962829,-85.721931,-97.692679,-85.597512,-98.530269,-85.514773,-91.793076,-87.090751,-95.402009,-90.344995,-88.022659,-92.418135,-87.355073,-90.246555,-95.086257,-90.073140,-87.524124,-94.668773,-85.514871,-105.250037,-86.547261,-114.453184,-88.709604,-116.950880,-90.723211,-97.534703,-91.809573,-104.310072,-92.062515,-93.010942,-92.419727,-98.786327,-94.278292,-96.076825,-99.667292,-91.488836,-110.095419,-92.556026,-111.025701,-96.518258,-127.776611,-101.620851,-108.520551
176.00,31.054421,45.973771,50.006668,42.128635,25.295371,7.604228,-5.601638,-15.436369,-22.540869,-27.712981,-33.342999,-35.395222,-41.705285,-40.645784,-49.310480,-44.838555,-55.423006,-48.563073,-58.939112,-52.020323,-62.461362,-55.459199,-61.583254,-59.375787,-65.088164,-64.222862,-64.103447,-68.191524,-63.914975,-69.968653,-66.410015,-74.532035,-69.767814,-82.083095,-72.242144,-87.441550,-74.010471,-82.949290,-75.986222,-81.317210,-77.875021,-78.939145,-78.318908,-83.152599,-78.239061,-77.405682,-80.237706,-77.551525,-86.495206,-81.396575,-93.527526,-85.261681,-97.435577,-85.237316,-98.381638,-85.241253,-91.723292,-86.810941,-95.145608,-89.957677,-87.940173,-92.021130,-87.267162,-90.089002,-94.645276,-89.984092,-87.430021,-94.557568,-85.452709,-104.856775,-86.480144,-113.985732,-88.623680,-116.513094,-90.619114,-97.498452,-91.708747,-104.064447,-91.983585,-92.971321,-92.359736,-98.639435,-94.221830,-95.984324,-99.570917,-91.448418,-109.664664,-92.508550,-110.865254,-96.423656,-127.382934,-101.377238,-108.495486
184.00,23.667179,40.897476,49.835161,46.818642,32.598506,14.396660,-0.717394,-11.955275,-19.857052,-25.631773,-31.530376,-33.950002,-40.316183,-39.589496,-48.078428,-44.018491,-54.355189,-47.890843,-58.142310,-51.449579,-61.686704,-54.953208,-61.106386,-58.878771,-64.450919,-63.644960,-63.698683,-67.625712,-63.612804,-69.608757,-66.065537,-74.181110,-69.308833,-81.547315,-71.723288,-86.854760,-73.506791,-82.694034,-75.489499,-81.092567,-77.408676,-78.754854,-78.002743,-82.727198,-78.051719,-77.263061,-80.082736,-77.414757,-86.239077,-81.151613,-93.100629,-84.815735,-97.172130,-84.881248,-98.226902,-84.966083,-91.650104,-86.530141,-94.887740,-89.578362,-87.854093,-91.633466,-87.175587,-89.926985,-94.220148,-89.891198,-87.332207,-94.442115,-85.387722,-104.472670,-86.410071,-113.531500,-88.534352,-116.090849,-90.511375,-97.460517,-91.604355,-103.818833,-91.901497,-92.929855,-92.297122,-98.489270,-94.162838,-95.888607,-99.471087,-91.406147,-109.250303,-92.458948,-110.701048,-96.325879,-126.987249,-101.133754,-108.469300
192.00,16.338478,34.456496,47.733476,49.505071,39.312524,21.710308,4.909461,-7.979269,-16.883130,-23.368753,-29.583673,-32.417225,-38.847719,-38.476474,-46.804331,-43.157258,-53.257294,-47.187103,-57.311507,-50.853595,-60.899025,-54.426723,-60.608252,-58.366778,-63.814840,-63.064321,-63.281062,-67.060155,-63.297818,-69.236349,-65.711487,-73.818548,-68.850360,-81.013662,-71.213910,-86.275190,-73.012918,-82.429680,-75.003572,-80.860205,-76.951025,-78.563730,-77.683323,-82.308753,-77.857722,-77.114583,-79.921479,-77.272470,-85.978310,-80.902814,-92.681444,-84.382652,-96.902735,-84.529250,-98.066081,-84.689599,-91.573492,-86.248689,-94.628771,-89.206605,-87.764437,-91.254543,-87.080390,-89.760722,-93.809370,-89.794508,-87.230767,-94.322469,-85.319909,-104.097185,-86.337061,-113.089076,-88.441694,-115.682307,-90.400103,-97.420861,-91.496497,-103.573543,-91.816304,-92.886553,-92.231884,-98.336134,-94.101343,-95.789829,-99.367945,-91.362025,-108.850803,-92.407280,-110.533311,-96.225098,-126.590400,-100.890971,-108.442043
200.00,9.477808,27.245437,43.531290,50.111902,44.827278,29.169410,11.296096,-3.398483,-13.553498,-20.887317,-27.483496,-30.784211,-37.292531,-37.301901,-45.483379,-42.252751,-52.126708,-46.450831,-56.445970,-50.231858,-60.096707,-53.879512,-60.088507,-57.839735,-63.178319,-62.480163,-62.850650,-66.493974,-62.970005,-68.851569,-65.348051,-73.444529,-68.392069,-80.481407,-70.712626,-85.701446,-72.527541,-82.156334,-74.527075,-80.620265,-76.501096,-78.365875,-77.360914,-81.896647,-77.657204,-76.960290,-79.753992,-77.124715,-85.713216,-80.650484,-92.269328,-83.961156,-96.627709,-84.181203,-97.899316,-84.412109,-91.493417,-85.966849,-94.368996,-88.841959,-87.671236,-90.883794,-86.981619,-89.590443,-93.411630,-89.694033,-87.125761,-94.198773,-85.249291,-103.729742,-86.261134,-112.657529,-88.345758,-115.286614,-90.285405,-97.379496,-91.385298,-103.328879,-91.728073,-92.841423,-92.164059,-98.180261,-94.037379,-95.688069,-99.261593,-91.316062,-108.464798,-92.353524,-110.362146,-96.121404,-126.192721,-100.648950,-108.413609
208.00,3.332300,19.813099,37.634855,49.015929,48.515116,36.268139,18.320021,1.896388,-9.784890,-18.140985,-25.205668,-29.035698,-35.641786,-36.060022,-44.110336,-41.302457,-50.960598,-45.680801,-55.544792,-49.583740,-59.278091,-53.311262,-59.546741,-57.297485,-62.539842,-61.891691,-62.407462,-65.926306,-62.629335,-68.454526,-64.975374,-73.059202,-67.933605,-79.949848,-70.218196,-85.132286,-72.049479,-81.874082,-74.058792,-80.372872,-76.057996,-78.161380,-77.035730,-81.490286,-77.450294,-76.800224,-79.580334,-76.971543,-85.444063,-80.394898,-91.863648,-83.550116,-96.347363,-83.836967,-97.726608,-84.133838,-91.409876,-85.684847,-94.108664,-88.483987,-87.574505,-90.520658,-86.879320,-89.416347,-93.025761,-89.589846,-87.017262,-94.071075,-85.175862,-103.369829,-86.182310,-112.235741,-88.246622,-114.902333,-90.167415,-97.336453,-91.270858,-103.085113,-91.636849,-92.794445,-92.093653,-98.021891,-93.970917,-95.583425,-99.152090,-91.268250,-108.091174,-92.297734,-110.188045,-96.014899,-125.794342,-100.408158,-108.383940
216.00,-2.022691,12.620905,30.676610,45.754680,50.036467,42.418617,25.690793,7.969850,-5.475908,-15.070084,-22.719712,-27.153085,-33.884844,-34.743953,-42.679426,-40.303395,-49.755873,-44.875556,-54.606874,-48.908480,-58.441474,-52.721573,-58.982466,-56.739787,-61.897969,-61.298098,-61.951453,-65.356312,-62.275759,-68.045293,-64.593555,-72.662684,-67.474594,-79.418310,-69.729499,-84.566596,-71.577671,-81.582993,-73.597629,-80.118135,-75.620904,-77.950330,-76.707932,-81.089104,-77.237114,-76.634423,-79.400560,-76.813002,-85.171094,-80.136293,-91.463826,-83.148520,-96.061991,-83.496363,-97.548089,-83.854982,-91.322828,-85.402850,-93.847968,-88.132269,-87.474287,-90.164619,-86.773529,-89.238626,-92.650709,-89.481939,-86.905345,-93.939495,-85.099637,-103.016974,-86.100614,-111.823047,-88.144336,-114.528591,-90.046225,-97.291657,-91.153280,-102.842405,-91.542704,-92.745639,-92.020692,-97.861243,-93.902029,-95.476046,-99.039609,-91.218612,-107.728903,-92.239890,-110.011080,-95.905746,-125.398330,-100.168588,-108.353232
224.00,-6.638562,5.995213,23.269846,40.586866,49.780342,47.012137,32.974114,14.774018,-0.516288,-11.597966,-19.986772,-25.113416,-32.008820,-33.345441,-41.184192,-39.252036,-48.509142,-44.033379,-53.630906,-48.205178,-57.585092,-52.109952,-58.395118,-56.166323,-61.251319,-60.698569,-61.482525,-64.783166,-61.909209,-67.623912,-64.202655,-72.255059,-67.014645,-78.886142,-69.245519,-84.003367,-71.111151,-81.283115,-73.142602,-79.856148,-75.189066,-77.732802,-76.377645,-80.692564,-77.017778,-76.462927,-79.214725,-76.649138,-84.894514,-79.874871,-91.069319,-82.755454,-95.771839,-83.159211,-97.363748,-83.575692,-91.232242,-85.120988,-93.587089,-87.786397,-87.370598,-89.815172,-86.664311,-89.057472,-92.285573,-89.370391,-86.790071,-93.804109,-85.020625,-102.670717,-86.016055,-111.418479,-88.038973,-114.164396,-89.921953,-97.245176,-91.032678,-102.600927,-91.445678,-92.694996,-91.945203,-97.698540,-93.830677,-95.366000,-98.924199,-91.167136,-107.377093,-92.180013,-109.831492,-95.794034,-125.001576,-99.930556,-108.321389
232.00,-10.624640,0.094740,15.943521,34.090685,47.561831,49.582404,39.634630,22.093887,5.182772,-7.628283,-16.956835,-22.887972,-29.997988,-31.854542,-39.617325,-38.144214,-47.216651,-43.152259,-52.615352,-47.472772,-56.707113,-51.475806,-57.784046,-55.576691,-60.598550,-60.092277,-61.000526,-64.206059,-61.529593,-67.190389,-63.802695,-71.836382,-66.553359,-78.352718,-68.765327,-83.441686,-70.649037,-80.974477,-72.692816,-79.586995,-74.761781,-77.508863,-76.044954,-80.300154,-76.792394,-76.285769,-79.022881,-76.479996,-84.614501,-79.610810,-90.679596,-82.370101,-95.477152,-82.825306,-97.173700,-83.296086,-91.138104,-84.839360,-93.326129,-87.445959,-87.263459,-89.471867,-86.551691,-88.873047,-91.929508,-89.255207,-86.671511,-93.665009,-84.938827,-102.330556,-85.928668,-111.021384,-87.930595,-113.808932,-89.794702,-97.196976,-90.909144,-102.360796,-91.345843,-92.642512,-91.867190,-97.533931,-93.756898,-95.253392,-98.805981,-91.113822,-107.034841,-92.118142,-109.649549,-95.679854,-124.606520,-99.694057,-108.288415
240.00,-14.097233,-5.071222,9.102389,26.862290,43.261225,50.099474,45.066158,29.544947,11.631407,-3.048018,-13.565331,-20.440352,-27.832968,-30.259193,-37.970453,-36.974997,-45.874216,-42.229846,-51.558418,-46.710027,-55.805617,-50.818433,-57.148506,-54.970408,-59.938345,-59.478381,-60.505251,-63.624187,-61.136798,-66.744696,-63.393658,-71.406674,-66.090328,-77.817436,-68.288068,-82.880714,-70.190521,-80.657089,-72.247456,-79.310735,-74.338401,-77.278571,-75.709912,-79.911387,-76.561061,-76.102983,-78.825078,-76.305618,-84.331207,-79.344254,-90.294186,-81.991716,-95.178134,-82.494439,-96.977973,-83.016251,-91.040362,-84.558031,-93.065217,-87.110604,-87.152902,-89.134250,-86.435719,-88.685505,-91.581749,-89.136443,-86.549726,-93.522277,-84.854264,-101.996148,-85.838458,-110.631175,-87.819258,-113.461468,-89.664570,-97.147034,-90.782783,-102.122124,-91.243237,-92.588208,-91.786685,-97.367639,-93.680724,-95.138329,-98.685036,-91.058695,-106.701463,-92.054258,-109.465301,-95.563349,-124.213309,-99.459296,-108.254213
248.00,-17.156975,-9.581765,2.985964,19.445213,37.298018,48.900585,48.649723,36.613583,18.697958,2.253785,-9.729900,-17.723853,-25.489607,-28.544653,-36.233868,-35.738542,-44.477141,-41.263402,-50.458025,-45.915507,-54.878582,-50.137016,-56.487658,-54.346906,-59.269402,-58.856024,-59.996439,-63.036758,-60.730685,-66.286770,-62.975492,-70.965926,-65.625139,-77.279711,-67.812952,-82.319679,-69.734858,-80.330944,-71.805774,-79.027418,-73.918324,-77.041977,-75.372548,-79.525800,-76.323872,-75.914598,-78.621366,-76.126042,-84.044759,-79.075327,-89.912628,-81.619626,-94.874978,-82.166401,-96.776621,-82.736248,-90.939007,-84.277040,-92.804406,-86.779942,-87.038953,-88.801913,-86.316443,-88.495010,-91.241651,-89.014127,-86.424790,-93.376006,-84.766926,-101.667015,-85.745463,-110.247275,-87.705024,-113.121355,-89.531658,-97.095380,-90.653681,-101.884931,-91.137936,-92.532054,-91.703721,-97.199773,-93.602151,-95.020895,-98.561480,-91.001741,-106.376358,-91.988402,-109.279075,-95.444595,-123.821500,-99.226262,-108.219005
256.00,-19.884048,-13.544003,-2.337930,12.292859,30.299548,45.530670,50.061765,42.703728,26.083405,8.339942,-5.350207,-14.678096,-22.937448,-26.692729,-34.396172,-34.427895,-43.020109,-40.249732,-49.311776,-45.087557,-53.923866,-49.430608,-55.800552,-53.705533,-58.590418,-58.224327,-59.473774,-62.442976,-60.311087,-65.816510,-62.548109,-70.514098,-65.157374,-76.738977,-67.339242,-81.757864,-69.281354,-79.996013,-71.367080,-78.737076,-73.500985,-76.799121,-75.032861,-79.142955,-76.080908,-75.720641,-78.411788,-75.941306,-83.755259,-78.804129,-89.534495,-81.253211,-94.567850,-81.840974,-96.569697,-82.456110,-90.833983,-83.996410,-92.543743,-86.453653,-86.921623,-88.474465,-86.193895,-88.301673,-90.908561,-88.888288,-86.296749,-93.226253,-84.676836,-101.342857,-85.649684,-109.869127,-87.587954,-112.787896,-89.396058,-97.042001,-90.521929,-101.649325,-91.029973,-92.474070,-91.618281,-97.030515,-93.521184,-94.901203,-98.435349,-90.942966,-106.058758,-91.920574,-109.090850,-95.323691,-123.431736,-98.994989,-108.182556
264.00,-22.340477,-17.058905,-6.925196,5.722064,22.874977,40.273197,49.720150,47.200392,33.347790,15.156719,-0.317920,-11.225199,-20.137607,-24.680734,-32.443820,-33.034742,-41.497057,-39.185114,-48.116906,-44.224268,-52.939183,-48.698123,-55.086123,-53.045545,-57.900077,-57.582387,-58.936884,-61.842046,-59.877809,-65.333782,-62.111387,-70.051118,-64.686613,-76.194681,-66.866249,-81.194602,-68.829363,-79.652252,-70.930736,-78.439725,-73.085859,-76.550032,-74.690832,-78.762433,-75.832243,-75.521134,-78.196386,-75.751441,-83.462797,-78.530739,-89.159382,-80.891911,-94.256904,-81.517950,-96.357230,-82.175867,-90.725265,-83.716141,-92.283267,-86.131398,-86.800948,-88.151537,-86.068116,-88.105637,-90.581947,-88.758973,-86.165683,-93.073139,-84.583995,-101.023295,-85.551159,-109.496252,-87.468102,-112.460633,-89.257859,-96.986860,-90.387627,-101.415251,-90.919424,-92.414258,-91.530432,-96.860011,-93.437882,-94.779296,-98.306796,-90.882384,-105.748280,-91.850790,-108.901022,-95.200745,-123.044864,-98.765617,-108.145051
272.00,-24.574001,-20.209843,-10.886405,-0.117521,15.549721,33.721931,47.384523,49.653903,39.954123,22.480987,5.451752,-7.267168,-17.039973,-22.480044,-30.360499,-31.549076,-39.901010,-38.065192,-46.870235,-43.323441,-51.922082,-47.938319,-54.343178,-52.366100,-57.197040,-56.929271,-58.385341,-61.233164,-59.430626,-64.838412,-61.665171,-69.576881,-64.212430,-75.646285,-66.393324,-80.629264,-68.378280,-79.299597,-70.496147,-78.135367,-72.672449,-76.294731,-74.346423,-78.383836,-75.577947,-75.316098,-77.975202,-75.556478,-83.167430,-78.255218,-88.786916,-80.535204,-93.942272,-81.197114,-96.139285,-81.895508,-90.612816,-83.436220,-92.022979,-85.812870,-86.676943,-87.832788,-85.939153,-87.907010,-90.261279,-88.626218,-86.031631,-92.916675,-84.488415,-100.707982,-85.449894,-109.128301,-87.345526,-112.138908,-89.117149,-96.930016,-90.250840,-101.182802,-90.806307,-92.352612,-91.440159,-96.688323,-93.352207,-94.655302,-98.175865,-90.819984,-105.444275,-91.779091,-108.709374,-95.075841,-122.659582,-98.537999,-108.106399
280.00,-26.621585,-23.062250,-14.337289,-5.222826,8.722936,26.475589,42.986032,50.082834,45.300076,29.920760,11.961904,-2.689484,-13.579775,-20.054128,-28.126294,-29.958765,-38.223873,-36.884860,-45.568096,-42.382548,-50.869913,-47.149781,-53.570384,-51.666255,-56.479931,-56.264007,-57.818655,-60.615516,-58.969279,-64.330189,-61.209273,-69.091254,-63.734396,-75.093258,-65.919850,-80.061255,-67.927534,-78.937968,-70.062755,-77.823988,-72.260288,-76.033230,-73.999580,-78.006781,-75.318077,-75.105549,-77.748268,-75.356444,-82.869216,-77.977610,-88.416734,-80.182612,-93.624080,-80.878261,-95.915871,-81.615033,-90.496596,-83.156618,-91.762885,-85.497775,-86.549626,-87.517892,-85.807032,-87.705890,-89.946089,-88.490042,-85.894659,-92.757004,-84.390095,-100.396651,-85.345914,-108.764801,-87.220278,-111.822392,-88.974004,-96.871400,-90.111663,-100.951953,-90.690710,-92.289122,-91.347503,-96.515633,-93.264214,-94.529285,-98.042639,-90.755788,-105.146400,-91.705439,-108.516378,-94.949061,-122.276647,-98.312284,-108.066571
288.00,-28.512162,-25.666771,-17.377382,-9.675705,2.626405,19.073849,36.958533,48.778830,48.777943,36.956107,19.071597,2.618856,-9.674396,-17.355863,-25.716545,-28.248968,-36.456163,-35.638101,-44.206260,-41.398675,-49.779796,-46.330897,-52.766253,-50.944954,-55.747327,-55.585583,-57.236275,-59.988269,-58.493473,-63.808863,-60.743469,-68.594068,-63.252077,-74.535078,-65.445240,-79.490009,-67.476582,-78.567267,-69.630036,-77.505558,-71.848933,-75.765527,-73.650233,-77.630906,-75.052681,-74.889498,-77.515620,-75.151362,-82.568182,-77.697944,-88.048504,-79.833693,-93.302413,-80.561184,-95.687036,-81.334408,-90.376560,-82.877297,-91.502962,-85.185831,-86.419023,-87.206537,-85.671798,-87.502379,-89.635954,-88.350495,-85.754818,-92.594134,-84.289051,-100.088950,-85.239244,-108.405438,-87.092410,-111.510509,-88.828506,-96.811044,-89.970156,-100.722638,-90.572653,-92.223803,-91.252470,-96.341977,-93.173908,-94.401311,-97.907207,-90.689786,-104.854164,-91.629909,-108.321943,-94.820479,-121.897133,-98.088347,-108.025687
296.00,-30.268658,-28.062714,-20.085854,-13.583742,-2.678972,11.963139,29.923280,45.301775,50.082689,42.983986,26.472842,8.717468,-5.223448,-14.324088,-23.100276,-26.401351,-34.586662,-34.317795,-42.779829,-40.368459,-48.648584,-45.479840,-51.929129,-50.201021,-54.997741,-54.892935,-56.637583,-59.350568,-58.002875,-63.274141,-60.267507,-68.085125,-62.765036,-73.971226,-64.968931,-78.914983,-67.024909,-78.187380,-69.197495,-77.180033,-71.437963,-75.491616,-73.298299,-77.255860,-74.781804,-74.667955,-77.277281,-74.941250,-82.264350,-77.416235,-87.681897,-79.488036,-92.977378,-80.245683,-95.452801,-81.053607,-90.252669,-82.598215,-91.243184,-84.876776,-86.285149,-86.898444,-85.533476,-87.296561,-89.330466,-88.207605,-85.612162,-92.428170,-84.185288,-99.784668,-85.129889,-108.049864,-86.961972,-111.202901,-88.680728,-96.748921,-89.826406,-100.494911,-90.452197,-92.156656,-91.155101,-96.167499,-93.081304,-94.271463,-97.769620,-90.621986,-104.567256,-91.552463,-108.126193,-94.690208,-121.519542,-97.866236,-107.983580
304.00,-31.909468,-30.280907,-22.523974,-17.047449,-7.252637,5.451435,22.483513,39.956436,49.654410,47.383217,33.719185,15.545647,-0.119458,-10.879741,-20.238039,-24.393015,-32.601946,-32.915454,-41.283112,-39.288006,-47.472810,-44.594528,-51.057160,-49.433143,-54.229613,-54.184944,-56.021891,-58.701531,-57.497112,-62.725690,-59.781098,-67.564191,-62.272825,-73.401187,-64.490378,-78.335654,-66.572020,-77.798174,-68.764661,-76.847351,-71.026976,-75.211473,-72.943686,-76.881307,-74.505477,-74.440922,-77.033282,-74.726124,-81.957725,-77.132488,-87.316623,-79.145260,-92.649033,-79.931566,-95.213199,-80.772581,-90.124884,-82.319309,-90.983518,-84.570352,-86.148023,-86.593335,-85.392105,-87.088507,-89.029254,-88.061399,-85.466736,-92.259159,-84.078810,-99.483500,-85.017884,-107.697826,-86.829017,-110.899255,-88.530741,-96.685057,-89.680481,-100.268671,-90.329394,-92.087661,-91.055394,-95.992242,-92.986419,-94.139817,-97.629972,-90.552394,-104.285163,-91.473165,-107.929266,-94.558270,-121.144964,-97.645868,-107.940445
312.00,-33.449530,-32.345845,-24.738976,-20.149577,-11.205447,-0.320368,15.159457,33.350383,47.201709,49.719711,40.270879,22.871784,5.719327,-6.923407,-17.079064,-22.195024,-30.485767,-31.420892,-39.709460,-38.152795,-46.248634,-43.672597,-50.148286,-48.639856,-53.441293,-53.460419,-55.388436,-58.040241,-56.975765,-62.163132,-59.283921,-67.030999,-61.774992,-72.824445,-64.009052,-77.751513,-66.117439,-77.399503,-68.331084,-76.507439,-70.615589,-74.925071,-72.586290,-76.506923,-74.223726,-74.208400,-76.783638,-74.505996,-81.648306,-76.846692,-86.952382,-78.805002,-92.317450,-79.618638,-94.968238,-80.491280,-89.993143,-82.040524,-90.723913,-84.266325,-86.007655,-86.290952,-85.247715,-86.878292,-88.731988,-87.911912,-85.318581,-92.087169,-83.969626,-99.185242,-84.903230,-107.348925,-86.693583,-110.599086,-88.378604,-96.619394,-89.532428,-100.043925,-90.204266,-92.016839,-90.953382,-95.816286,-92.889260,-94.006429,-97.488319,-90.481010,-104.007763,-91.391995,-107.731205,-94.424786,-120.772829,-97.427300,-107.896120
320.00,-34.901109,-34.277257,-26.767512,-22.955051,-14.651807,-5.355466,8.343501,26.086006,42.705787,50.061914,45.529052,30.296881,12.289742,-2.339486,-13.557791,-19.770384,-28.218209,-29.821782,-38.051063,-36.957550,-44.971772,-42.711347,-49.200201,-47.819531,-52.631022,-52.718095,-54.736374,-57.365743,-56.438368,-61.586041,-58.775617,-66.485247,-61.271074,-72.240483,-63.524438,-77.162063,-65.660703,-76.991203,-67.896332,-76.160205,-70.203429,-74.632368,-72.225997,-76.132393,-73.936567,-73.970384,-76.528367,-74.280873,-81.336072,-76.558830,-86.588906,-78.466934,-91.982684,-79.306715,-94.717952,-80.209649,-89.857419,-81.761792,-90.464321,-83.964462,-85.864070,-85.991052,-85.100328,-86.665971,-88.438349,-87.759179,-85.167755,-91.912244,-83.857744,-98.889609,-84.785958,-107.003032,-86.555724,-110.302211,-88.224383,-96.551966,-89.382334,-99.820630,-90.076884,-91.944183,-90.849083,-95.639701,-92.789860,-93.871352,-97.344714,-90.407843,-103.734610,-91.308971,-107.532092,-94.289781,-120.403618,-97.210345,-107.850572
328.00,-36.274386,-36.091246,-28.638338,-25.514158,-17.689599,-9.738798,2.259269,18.700495,36.616148,48.650685,48.899732,37.295687,19.442042,2.982432,-9.590725,-17.071306,-25.774527,-28.103060,-36.298675,-35.696083,-43.637412,-41.707697,-48.210329,-46.970345,-51.796920,-51.956614,-54.064772,-56.677032,-55.884401,-60.993942,-58.255793,-65.926597,-60.760596,-71.648776,-63.036027,-76.566814,-65.201364,-76.573094,-67.459988,-75.805545,-69.790142,-74.333312,-71.862686,-75.757415,-73.644009,-73.726864,-76.267481,-74.050757,-81.021004,-76.268874,-86.225935,-78.130735,-91.644764,-78.995615,-94.462335,-79.927624,-89.717643,-81.483038,-90.204679,-83.664545,-85.717270,-85.693408,-84.949979,-86.451605,-88.148019,-87.603222,-85.014290,-91.734451,-83.743166,-98.596440,-84.666081,-106.659879,-86.415474,-110.008157,-88.068136,-96.482761,-89.230231,-99.598721,-89.947265,-91.869682,-90.742516,-95.462538,-92.688234,-93.734670,-97.199220,-90.332897,-103.465409,-91.224136,-107.332041,-94.153335,-120.037259,-96.995125,-107.804046
336.00,-37.577888,-37.801118,-30.374298,-27.865977,-20.396594,-13.578882,-3.038973,11.634121,29.547682,45.067883,50.099359,43.259267,26.859295,9.098041,-5.076766,-14.035703,-23.123549,-26.246131,-34.441267,-34.361091,-42.240109,-40.658115,-47.175781,-46.090263,-50.936960,-51.174519,-53.372601,-55.973049,-55.313291,-60.386309,-57.724017,-65.354672,-60.243074,-71.048795,-62.543318,-75.965284,-64.738980,-76.144981,-67.021648,-75.443338,-69.375379,-74.027841,-71.496228,-75.381691,-73.346052,-73.477824,-76.000984,-73.815649,-80.703062,-75.976789,-85.863214,-77.796112,-91.303729,-78.685162,-94.201421,-79.645136,-89.573775,-81.204193,-89.944933,-83.366367,-85.567275,-85.397797,-84.796689,-86.235230,-87.860754,-87.444071,-84.858222,-91.553834,-83.625900,-98.305478,-84.543611,-106.319169,-86.272876,-109.716787,-87.909916,-96.411750,-89.076192,-99.378148,-89.815470,-91.793346,-90.633695,-95.284845,-92.584375,-93.596408,-97.051917,-90.256169,-103.200035,-91.137457,-107.131042,-94.015513,-119.673469,-96.781453,-107.756328
